Sc,21,44.955912,11,27.2,0.025,0.5,2,1.5,21.2,1.36,1.19,6.56,18,3.96E-09,24,20,16,0.693,1.1,21,20.962,20.848,20.665,20.422,20.131,19.805,19.455,19.091,18.723,18.356,17.995,17.643,17.301,16.968,16.645,16.33,16.023,15.722,15.426,15.135,14.564,14.006,13.732,13.462,12.933,12.423,11.934,11.467,11.244,11.027,10.613,10.226,9.866,9.534,9.377,9.227,8.946,8.687,8.132,7.682,7.312,6.996,6.46,5.975,5.501,5.03,4.57,4.131,3.722,3.352,3.023,2.733,2.485,2.271,2.09,1.533,1.279,1.125,0.998,0.77,0.577,3,9,0,0,9,0,3,2,0,1,0,170,148,116,114,1.22,1.53,0.31,162,160,184,,162,24.96,2985,1.02E-05,57,29,74,750,,,5.50E-07,1800000,3.25,1.27,6.09,1275.00,110,115,1.204119983,16,318,3103,1814,360,3.9,43.5,2.3,0,-6.285513,3.542874,4.463742,6.00E-06,22.235
Ti,22,47.867,43,6.1,0.0044,1,3,2,16.9,1.54,1.38,6.83,7.29,1.92E-09,22,19,15,0.708,1.2,22,21.964,21.856,21.682,21.451,21.171,20.854,20.511,20.15,19.781,19.41,19.041,18.678,18.322,17.974,17.635,17.304,16.98,16.663,16.351,16.044,15.444,14.859,14.572,14.289,13.735,13.198,12.682,12.187,11.949,11.717,11.271,10.852,10.459,10.093,9.92,9.753,9.438,9.148,8.518,8.007,7.588,7.24,6.676,6.2,5.752,5.31,4.872,4.445,4.038,3.66,3.316,3.006,2.734,2.496,2.29,1.637,1.338,1.171,1.044,0.821,0.627,4,8,0,0,8,0,4,2,0,2,0,160,136,117,108,1.15,1.43,0.28,142,140,176,,147,17.67,4507,8.60E-06,110,44,116,715,970,6,4.00E-07,2500000,3.8,1.52,4.82,2100.00,143,150,1.342422681,18.7,425,3560,1941,420,4.85,105.1,0.951,0,-7.775227,3.219799,4.056693,2.30E-05,16.69
V,23,50.9415,46,5.06,0.0033,1.5,3,1.5,14.4,1.63,1.53,6.75,50.91,3.20E-09,23,19,16,0.704,1.2,23,22.966,22.864,22.698,22.477,22.208,21.902,21.567,21.212,20.846,20.474,20.102,19.733,19.369,19.011,18.661,18.317,17.98,17.649,17.323,17.003,16.376,15.765,15.465,15.169,14.589,14.026,13.482,12.959,12.705,12.458,11.982,11.53,11.105,10.705,10.515,10.332,9.984,9.66,8.952,8.373,7.898,7.506,6.892,6.406,5.972,5.553,5.139,4.73,4.333,3.956,3.604,3.281,2.992,2.733,2.506,1.756,1.404,1.217,1.087,0.869,0.677,5,7,0,0,7,0,5,2,0,3,0,153,134,112,106,1.09,1.34,0.26,134,135,171,,134,13.88,6110,8.40E-06,160,47,128,628,628,7,2.00E-07,5000000,4.25,1.64,4.12,2550.00,147,155,1.491361694,22.8,453,3680,2183,380,5.31,161.9,0.618,0,-8.939261,2.963255,3.733468,0,13.01
Cr,24,51.9961,49,3.1,0.0021,3,0,3,11.6,1.66,1.65,6.77,65.21,2.31E-09,22,19,15,0.705,1.1,24,23.971,23.885,23.746,23.558,23.329,23.065,22.772,22.459,22.129,21.789,21.441,21.089,20.734,20.378,20.022,19.667,19.312,18.96,18.609,18.26,17.57,16.893,16.561,16.232,15.588,14.965,14.365,13.79,13.513,13.242,12.72,12.227,11.762,11.326,11.118,10.917,10.536,10.18,9.4,8.756,8.227,7.791,7.118,6.606,6.172,5.768,5.372,4.982,4.597,4.226,3.874,3.545,3.244,2.971,2.727,1.888,1.479,1.266,1.129,0.914,0.724,6,6,1,0,5,0,6,1,0,5,0,139,122,111,103,1.07,1.37,0.25,130,140,166,,128,12.01,7140,4.90E-06,160,115,279,1120,1060,8.5,1.30E-07,7900000,4.65,1.73,3.74,2300.00,121,120,1.973127854,20.5,339,2944,2180,630,4.1,190.1,0.526,0,-9.505717,2.81808,3.550559,0,11.19
Mn,25,54.938045,52,13.3,0.0083,2.5,0,2.5,9.9,1.55,1.75,7.43,-50,6.65E-09,20,17,14,0.739,1.3,25,24.969,24.876,24.726,24.523,24.274,23.988,23.671,23.331,22.976,22.611,22.24,21.868,21.497,21.128,20.764,20.404,20.049,19.699,19.354,19.012,18.342,17.686,17.364,17.045,16.417,15.806,15.211,14.634,14.353,14.078,13.543,13.031,12.543,12.08,11.858,11.642,11.228,10.84,9.973,9.245,8.639,8.137,7.368,6.808,6.359,5.962,5.586,5.215,4.849,4.49,4.144,3.814,3.506,3.221,2.963,2.037,1.563,1.319,1.171,0.956,0.769,4,5,0,0,5,0,7,2,0,5,0,150,119,105,103,0.99,1.23,0.23,132,140,161,,127,12.2,7470,2.17E-05,120,78,198,196,,6,1.60E-06,620000,4.45,1.61,3.78,1600.00,85,90,0.892094603,13.2,220,2334,1519,410,2.92,59.6,1.68,0,-9.020565,2.757836,3.474656,0.00031,10.487586
Fe,26,55.845,55,2.56,0.0015,2,2,4,9.47,1.83,1.8,7.9,14.79,,18,15,13,0.762,1.4,26,25.97,25.882,25.738,25.543,25.304,25.026,24.719,24.387,24.038,23.678,23.31,22.939,22.568,22.197,21.829,21.465,21.104,20.748,20.395,20.046,19.359,18.685,18.354,18.025,17.378,16.744,16.127,15.527,15.233,14.945,14.384,13.845,13.328,12.835,12.598,12.367,11.922,11.502,10.557,9.753,9.077,8.512,7.645,7.023,6.545,6.143,5.775,5.42,5.07,4.725,4.388,4.062,3.753,3.463,3.195,2.197,1.658,1.377,1.213,0.995,0.813,3,4,0,0,4,0,8,2,0,6,0,142,116,109,102,0.95,1.16,0.22,125,140,156,,126,11.78,7874,1.18E-05,170,82,211,490,608,4,9.70E-08,10000000,4.93,1.77,3.69,2475.00,129,140,1.903089987,13.8,347,3134,1811,470,4.28,168.3,0.594,0,-8.285484,2.778923,3.501224,2.110663,10.73
Co,27,58.933195,58,37.2,0.021,1.5,3,4.5,8.55,1.88,1.84,7.88,63.9,,19,16,13,0.76,1.4,27,26.972,26.887,26.749,26.562,26.331,26.063,25.764,25.44,25.098,24.744,24.38,24.011,23.641,23.27,22.9,22.533,22.168,21.806,21.448,21.093,20.393,19.704,19.364,19.027,18.361,17.709,17.072,16.45,16.145,15.845,15.26,14.695,14.151,13.63,13.379,13.133,12.659,12.209,11.188,10.309,9.561,8.93,7.955,7.259,6.738,6.318,5.95,5.601,5.27,4.939,4.611,4.295,3.989,3.697,3.424,2.366,1.763,1.441,1.258,1.033,0.853,4,3,0,0,3,0,9,2,0,7,0,138,111,103,96,0.92,1.1,0.21,125,135,152,,125,11.12,8900,1.30E-05,180,75,209,700,1043,5,6.00E-08,17000000,5.1,1.75,3.55,2550.00,127,135,2,16.2,375,3200,1768,445,4.39,191.4,0.522,0,-7.080389,2.736407,3.447656,1.548471,10.245
Ni,28,58.6934,61,4.5,0.0026,1,3,4,7.57,1.91,1.88,7.64,111.65,,20,17,14,0.749,1.4,28,27.973,27.892,27.759,27.579,27.356,27.096,26.806,26.49,26.156,25.807,25.448,25.083,24.714,24.344,23.973,23.604,23.237,22.872,22.51,22.15,21.438,20.737,20.39,20.046,19.365,18.696,18.04,17.398,17.084,16.773,16.165,15.576,15.008,14.461,14.196,13.937,13.435,12.956,11.862,10.909,10.09,9.392,8.301,7.519,6.944,6.495,6.118,5.776,5.451,5.133,4.819,4.511,4.211,3.922,3.647,2.543,1.878,1.512,1.306,1.069,0.892,2,2,0,0,2,0,10,2,0,8,0,124,110,101,101,0.96,1.22,0.195,126,135,149,163,124,10.86,8908,1.34E-05,180,76,200,700,638,4,7.00E-08,14000000,5.2,1.75,3.52,2450.00,121,130,1.959041392,17.2,378,3186,1728,450,4.44,186,0.538,0,-5.546325,2.743068,3.456049,0.595395,10.32
Cu,29,63.546,64,3.78,0.0021,0.5,0,0.5,6.03,1.9,1.85,7.73,119.24,-6.86E-11,19,16,13,0.754,1.3,29,28.977,28.908,28.794,28.64,28.448,28.223,27.971,27.694,27.397,27.084,26.758,26.422,26.077,25.726,25.37,25.009,24.645,24.278,23.91,23.54,22.798,22.057,21.687,21.319,20.589,19.869,19.162,18.472,18.133,17.799,17.145,16.514,15.904,15.318,15.034,14.757,14.219,13.707,12.533,11.507,10.621,9.861,8.663,7.799,7.166,6.681,6.285,5.939,5.617,5.308,5.005,4.705,4.413,4.128,3.855,2.721,2.001,1.59,1.358,1.105,0.929,2,1,1,0,0,0,11,1,0,10,0,132,112,115,120,0.88,1.16,0.185,126,135,145,140,128,11.81,8920,1.65E-05,140,48,130,874,369,3,1.70E-08,59000000,4.45,1.47,3.7,1825.00,95,100,2.602059991,13.1,300,3200,1357.77,343,3.49,137,0.73,0,-3.680655,2.80797,3.537821,0,11.07
Zn,30,65.38,69,1.1,0.00055,0,0,0,5.73,1.65,1.59,9.39,-58,-1.45E-10,15,12,10,0.831,1.7,30,29.975,29.9,29.777,29.609,29.401,29.157,28.883,28.583,28.263,27.927,27.579,27.222,26.859,26.492,26.124,25.754,25.385,25.017,24.649,24.283,23.556,22.836,22.478,22.122,21.417,20.72,20.034,19.359,19.027,18.698,18.051,17.421,16.809,16.216,15.926,15.642,15.09,14.559,13.328,12.235,11.276,10.442,9.108,8.132,7.417,6.879,6.453,6.096,5.775,5.473,5.18,4.892,4.61,4.332,4.063,2.908,2.135,1.677,1.414,1.14,0.964,2,0,0,0,0,0,12,2,0,10,0,122,118,120,,0.82,1.06,0.175,140,135,142,139,134,15.19,7140,3.02E-05,70,43,108,412,,2.5,5.90E-08,17000000,4.1,1.32,4.38,990.00,61,50,2.079181246,7.35,119,1180,692.68,327,1.35,59.8,1.67,0,-1.24,3.033694,3.822215,0,13.96
Ga,31,69.723,74,2.9,0.0015,0.5,1,0.5,7.57,1.81,1.76,6,41,-2.09E-10,24,20,16,0.664,0.6,31,30.971,30.883,30.74,30.546,30.308,30.031,29.724,29.391,29.04,28.675,28.302,27.924,27.543,27.162,26.783,26.406,26.033,25.663,25.297,24.935,24.121,23.52,23.174,22.83,22.151,21.481,20.82,20.169,19.847,19.527,18.897,18.278,17.673,17.083,16.794,16.508,15.95,15.41,14.142,12.996,11.974,11.073,9.604,8.51,7.702,7.099,6.633,6.254,5.926,5.627,5.342,5.065,4.792,4.523,4.26,3.097,2.277,1.772,1.477,1.176,0.998,3,5,0,5,0,0,13,2,1,10,0,122,124,117,121,0.76,0.935,0.17,134,130,136,187,135,19.6,5904,0.00012,,,,60,,1.5,1.40E-07,7100000,4.1,1.31,5.19,1100.00,59,48,1.462397998,5.59,256,2477,302.91,320,2.81,56.9,1.76,0,-3.012255,3.353549,4.225207,0,18.8575
Ge,32,72.64,79,2.2,0.0011,1,1,0,5.84,2.01,1.99,7.9,118.94,-1.09E-10,21,18,15,0.762,1.3,32,31.97,31.878,31.729,31.526,31.276,30.984,30.657,30.302,29.926,29.534,29.133,28.725,28.316,27.908,27.504,27.104,26.709,26.322,25.941,25.567,24.839,24.135,23.791,23.452,22.787,22.136,21.498,20.87,20.56,20.253,19.645,19.047,18.459,17.882,17.598,17.317,16.765,16.227,14.947,13.77,12.702,11.745,10.151,8.937,8.028,7.348,6.83,6.419,6.076,5.774,5.493,5.224,4.961,4.702,4.447,3.287,2.428,1.876,1.545,1.213,1.03,4,4,0,4,0,0,14,2,2,10,0,120,121,111,114,0.72,0.84,0.16,114,125,125,211,,22.23,5323,6.00E-06,,,,,,6,0.0005,2000,4.55,1.37,4.6,1000.00,65,55,1.77815125,31.8,334,3093,1211.4,374,3.85,77.2,1.29,0.383,-4.61604,3.583307,4.514685,0,23.005
As,33,74.9216,84,4.2,0.002,1.5,0,1.5,4.42,2.18,2.21,9.81,77.65,-2.92E-10,16,13,11,0.85,1.6,33,32.97,32.879,32.73,32.527,32.274,31.977,31.642,31.276,30.884,30.473,30.049,29.616,29.179,28.742,28.307,27.877,27.454,27.039,26.633,26.235,25.469,24.739,24.386,24.041,23.37,22.724,22.097,21.486,21.185,20.888,20.301,19.725,19.159,18.602,18.326,18.054,17.516,16.989,15.721,14.535,13.44,12.442,10.741,9.411,8.396,7.631,7.05,6.597,6.231,5.917,5.636,5.372,5.117,4.867,4.621,3.475,2.584,1.988,1.621,1.251,1.061,5,3,0,3,0,0,15,2,3,10,0,119,121,114,106,0.67,0.745,0.155,115,115,114,185,,21.52,5727,,22,,8,1440,,3.5,3.00E-07,3300000,4.8,1.44,5.2,850.00,62,50,1.698970004,27.7,32.4,887,1090,282,2.96,39.4,2.54,0,-4.650889,3.539684,4.459723,0,22.175
Se,34,78.96,89,11.7,0.0056,1,1,2,3.89,2.55,2.42,9.75,194.96,-3.16E-10,16,13,11,0.847,1.5,34,33.97,33.881,33.734,33.532,33.28,32.982,32.645,32.273,31.872,31.449,31.009,30.557,30.099,29.637,29.175,28.718,28.266,27.822,27.387,26.962,26.145,25.372,25.001,24.641,23.947,23.288,22.656,22.048,21.751,21.459,20.887,20.328,19.78,19.242,18.977,18.713,18.193,17.682,16.444,15.269,14.166,13.145,11.362,9.928,8.809,7.952,7.299,6.795,6.395,6.063,5.775,5.511,5.262,5.02,4.782,3.658,2.745,2.108,1.703,1.292,1.092,6,2,0,2,0,0,16,2,4,10,0,120,116,107,107,0.615,0.67,0.15,118,115,103,190,,29.81,4819,,8.3,3.7,10,736,,2,,,,,,,,,-0.283996656,5.4,26,958,494,90,2.46,9.1,11,0.799,-3.470792,3.728679,4.697841,0,25.92
Br,35,79.904,95,6.8,0.002,0.5,1,1.5,3.11,2.96,2.69,11.81,324.54,-7.83E-10,12,10,8.6,0.932,1.8,35,34.971,34.883,34.739,34.54,34.291,33.995,33.658,33.284,32.88,32.45,32,31.535,31.06,30.578,30.095,29.613,29.136,28.664,28.202,27.749,26.876,26.052,25.658,25.276,24.545,23.857,23.206,22.587,22.288,21.995,21.425,20.874,20.338,19.816,19.558,19.304,18.801,18.307,17.107,15.958,14.865,13.837,12.001,10.48,9.262,8.312,7.58,7.016,6.574,6.216,5.913,5.645,5.398,5.162,4.932,3.836,2.909,2.235,1.793,1.337,1.123,5,1,0,1,0,0,17,2,5,10,0,120,114,109,110,0.58,0.62,0.143,,115,94,183,,65.14,3120,,1.9,,,,,,10000000000,1.00E-10,,,,,,,-0.920818754,5.8,14.8,332,265.8,,1.22,,,1.457,-1.583025,3.892116,4.903759,0,29.48
Kr,36,83.798,101,25,0.013,0,0,0,,3,2.97,14,-96,-3.69E-10,9,7.5,6.2,1.014,2.1,36,35.972,35.886,35.744,35.549,35.304,35.011,34.677,34.305,33.899,33.467,33.011,32.537,32.051,31.555,31.055,30.553,30.053,29.558,29.07,28.59,27.663,26.784,26.364,25.957,25.181,24.453,23.771,23.128,22.82,22.52,21.941,21.388,20.855,20.339,20.087,19.838,19.349,18.87,17.709,16.594,15.524,14.504,12.645,11.057,9.752,8.711,7.898,7.266,6.773,6.38,6.056,5.778,5.528,5.295,5.071,4.007,3.074,2.369,1.89,1.384,1.154,2,0,0,0,0,0,18,2,6,10,0,116,117,121,108,0.56,0.6,0.138,,,88,202,,44.81,3.75,,,,,,,,,,,,,,,,-2.025488307,1.64,9.02,119.78,115.79,72,0.12,,,7.535,0.087535,4.162478,5.244393,0,36.06
Rb,37,85.4678,4,0.38,0.0003,0.5,0,0.5,,0.82,0.71,4.18,46.88,2.22E-10,45,38,32,0.554,0.48,37,36.952,36.809,36.583,36.291,35.948,35.571,35.171,34.758,34.336,33.907,33.473,33.034,32.588,32.137,31.681,31.22,30.757,30.293,29.83,29.368,28.459,27.576,27.148,26.729,25.922,25.158,24.437,23.758,23.432,23.116,22.51,21.934,21.386,20.86,20.605,20.354,19.866,19.391,18.252,17.167,16.125,15.126,13.272,11.645,10.27,9.147,8.252,7.548,6.996,6.562,6.21,5.913,5.656,5.42,5.2,4.168,3.239,2.507,1.993,1.436,1.186,1,1,1,0,0,0,1,1,0,0,0,220,210,202,,1.67,2.43,0.71,244,235,265,303,248,93.09,1532,,2.5,,2.4,0.216,,0.3,1.20E-07,8300000,2.1,0.6,14.65,110.00,23,24,1.763427994,2.19,71,961,312.46,56,0.85,3.1,32,0,-0.963335,5.661285,7.132772,0,90.7225
Sr,38,87.62,8,1.2,0.0005,0,0,0,28.3,0.95,0.96,5.7,5.02,1.16E-10,29,25,20,0.647,0.86,38,37.946,37.786,37.532,37.197,36.802,36.363,35.897,35.418,34.937,34.458,33.986,33.522,33.066,32.616,32.171,31.73,31.292,30.856,30.421,29.988,29.128,28.28,27.863,27.452,26.648,25.875,25.135,24.43,24.09,23.76,23.125,22.522,21.95,21.404,21.141,20.883,20.383,19.902,18.764,17.696,16.678,15.702,13.872,12.23,10.806,9.612,8.64,7.863,7.249,6.764,6.376,6.055,5.785,5.544,5.323,4.32,3.401,2.649,2.103,1.493,1.219,2,0,0,0,0,0,2,2,0,0,0,195,185,157,139,1.42,1.79,0.633,212,200,219,249,215,56.08,2630,2.25E-05,,6.1,,,,1.5,1.30E-07,7700000,2.4,0.84,10.48,410.00,60,63,1.544068044,8,137,1655,1050,147,1.72,11.6,8.62,0,-1.682814,4.768955,6.008506,0,54.23
Y,39,88.90585,12,1.28,0.00059,0.5,2,1.5,22.7,1.22,1.12,6.22,29.6,5.92E-09,25,21,18,0.682,1,39,38.947,38.792,38.543,38.212,37.816,37.369,36.889,36.387,35.876,35.364,34.855,34.354,33.861,33.378,32.904,32.437,31.977,31.523,31.075,30.631,29.758,28.904,28.485,28.071,27.263,26.483,25.734,25.018,24.673,24.336,23.687,23.071,22.485,21.928,21.66,21.398,20.89,20.404,19.263,18.204,17.203,16.246,14.443,12.798,11.339,10.088,9.046,8.2,7.523,6.985,6.554,6.205,5.914,5.662,5.44,4.46,3.56,2.78,2.215,1.55,1.25,3,9,0,0,9,0,3,2,0,1,0,190,163,130,124,1.32,1.62,0.58,179,180,212,,180,32.97,4472,1.06E-05,41,26,64,588,,,5.70E-07,1800000,3.2,1.21,7.34,1125.00,116,125,1.230448921,11.4,380,3618,1799,280,4.37,36.6,2.73,0,-6.4646,4.015151,5.058773,0,32.365
Zr,40,91.224,44,0.184,0.00066,1,3,2,17.9,1.33,1.32,6.63,41.81,1.53E-09,23,20,16,0.709,1.2,40,39.949,39.8,39.559,39.237,38.847,38.403,37.921,37.412,36.887,36.356,35.824,35.296,34.775,34.262,33.758,33.263,32.776,32.298,31.827,31.363,30.454,29.572,29.141,28.716,27.889,27.092,26.327,25.596,25.243,24.899,24.236,23.606,23.008,22.439,22.166,21.899,21.384,20.892,19.745,18.693,17.706,16.767,14.996,13.361,11.883,10.588,9.486,8.574,7.833,7.238,6.76,6.375,6.059,5.79,5.558,4.59,3.72,2.92,2.335,1.62,1.285,4,8,0,0,8,0,4,2,0,2,0,175,154,127,121,1.265,1.56,0.54,158,155,206,,160,23.29,6511,5.70E-06,,33,67,650,904,5,4.20E-07,2400000,3.45,1.41,5.81,2000.00,163,170,1.361727836,21,580,4682,2128,291,6.25,83.3,1.2,0,-8.545959,3.593145,4.52708,0,23.195
Nb,41,92.90638,47,1.15,0.0004,2.5,2,0.5,15.7,1.6,1.41,6.76,88.52,2.56E-09,23,20,16,0.711,1.2,41,40.956,40.824,40.61,40.323,39.97,39.565,39.116,38.634,38.128,37.606,37.073,36.535,35.994,35.454,34.916,34.382,33.854,33.331,32.814,32.305,31.31,30.348,29.881,29.424,28.538,27.692,26.888,26.126,25.76,25.404,24.721,24.077,23.468,22.892,22.615,22.346,21.829,21.336,20.195,19.156,18.187,17.268,15.533,13.915,12.427,11.098,9.945,8.972,8.169,7.516,6.969,6.564,6.216,5.927,5.68,4.71,3.86,3.065,2.405,1.69,1.327,5,7,1,0,6,0,5,1,0,4,0,164,147,125,116,1.23,1.53,0.51,143,145,198,,146,18.15,8570,7.30E-06,170,38,105,736,1320,6,1.50E-07,6700000,4.05,1.64,4.89,2700.00,186,185,1.73239376,26.8,690,5017,2750,275,7.57,170.2,0.587,0,-10.093322,3.312897,4.173989,0,18.18
Mo,42,95.96,50,2.6,0.0009,3,0,3,10.7,2.16,1.47,7.09,72.1,1.12E-09,23,20,16,0.722,1.2,42,41.958,41.831,41.625,41.346,41.003,40.606,40.164,39.686,39.181,38.656,38.117,37.569,37.016,36.461,35.907,35.355,34.806,34.263,33.725,33.195,32.157,31.153,30.665,30.188,29.263,28.382,27.543,26.749,26.368,25.998,25.289,24.62,23.989,23.394,23.109,22.832,22.3,21.796,20.638,19.595,18.635,17.732,16.036,14.448,12.968,11.621,10.43,9.404,8.542,7.831,7.251,6.78,6.397,6.08,5.813,4.827,3.988,3.217,2.581,1.766,1.373,6,6,1,0,5,0,6,1,0,5,0,154,138,121,113,1.22,1.5,0.49,139,145,190,,139,15.59,10280,4.80E-06,230,20,329,1500,1530,5.5,5.00E-08,20000000,4.65,1.77,4.45,3000.00,188,200,2.1430148,36,600,4912,2896,450,6.82,272.5,0.366,0,-10.846108,3.154164,3.973998,0,15.69
Tc,43,98,53,22,,2.5,0,2.5,11.9,1.9,1.51,7.28,53,3.35E-09,22,18,15,0.731,1.3,43,42.955,42.821,42.603,42.308,41.945,41.526,41.059,40.557,40.028,39.48,38.921,38.355,37.787,37.221,36.658,36.1,35.548,35.003,34.466,33.936,32.9,31.897,31.409,30.93,29.998,29.104,28.25,27.435,27.042,26.66,25.925,25.229,24.571,23.949,23.651,23.361,22.806,22.28,21.08,20.012,19.042,18.142,16.477,14.925,13.466,12.116,10.9,9.833,8.919,8.154,7.521,7.004,6.582,6.234,5.946,4.93,4.11,3.35,2.69,1.84,1.42,6,5,0,0,5,0,7,2,0,5,0,147,128,120,110,1.16,1.49,0.455,136,135,183,,136,14.22,11500,,,,,,,,2.00E-07,5000000,5.3,1.81,4.21,3150.00,186,195,1.707570176,23,550,4538,2430,,6.85,,,0,-10.355151,3.057056,3.851649,0,14.285
Ru,44,101.07,56,2.6,0.0009,2,3,5,9.6,2.2,1.54,7.36,100.96,5.48E-10,21,17,14,0.736,1.2,44,43.96,43.842,43.649,43.386,43.061,42.681,42.254,41.789,41.292,40.77,40.229,39.674,39.108,38.536,37.959,37.381,36.803,36.228,35.655,35.088,33.971,32.886,32.356,31.837,30.829,29.866,28.949,28.079,27.662,27.257,26.48,25.749,25.062,24.415,24.106,23.807,23.235,22.696,21.476,20.403,19.438,18.551,16.922,15.405,13.968,12.62,11.385,10.282,9.323,8.506,7.823,7.258,6.794,6.412,6.097,5.04,4.23,3.485,2.82,1.925,1.47,6,4,1,0,3,0,8,1,0,7,0,146,125,114,103,1.145,1.46,0.45,134,130,178,,134,14.03,12370,6.40E-06,220,173,447,2160,,6.5,7.00E-08,14000000,5.4,1.83,4.06,3050.00,174,185,2.079181246,25.7,580,4423,2607,600,6.74,320.8,0.311,0,-9.194634,3.000741,3.780696,0,13.51
Rh,45,102.9055,59,145,0.063,1.5,3,4.5,8.6,2.28,1.56,7.46,110.27,1.40E-09,20,17,14,0.741,1.2,45,44.961,44.847,44.66,44.405,44.088,43.717,43.299,42.842,42.351,41.834,41.296,40.741,40.173,39.597,39.015,38.429,37.841,37.254,36.668,36.086,34.937,33.815,33.267,32.728,31.68,30.675,29.717,28.807,28.37,27.944,27.13,26.363,25.642,24.964,24.64,24.327,23.729,23.167,21.9,20.798,19.82,18.932,17.326,15.845,14.44,13.107,11.866,10.74,9.743,8.88,8.148,7.535,7.028,6.608,6.262,5.14,4.35,3.62,2.94,2.012,1.52,6,3,1,0,2,0,9,1,0,8,0,142,125,110,106,1.11,1.41,0.42,132,135,173,,134,11.58,12450,8.00E-06,380,150,275,1100,1246,6,4.30E-08,23000000,5.4,1.76,4.1,2700.00,155,165,2.176091259,21.7,495,3968,2237,480,5.75,270.4,0.369,0,-7.253646,3.010335,3.792784,0,13.64
Pd,46,106.42,62,6.9,0.0023,0,0,0,4.8,2.2,1.58,8.34,54.24,6.99E-09,18,16,13,0.783,2.1,46,45.968,45.874,45.718,45.503,45.232,44.908,44.535,44.119,43.663,43.172,42.651,42.105,41.538,40.954,40.357,39.75,39.137,38.52,37.902,37.286,36.064,34.868,34.283,33.708,32.592,31.523,30.505,29.54,29.077,28.628,27.769,26.961,26.202,25.491,25.153,24.825,24.201,23.617,22.307,21.177,20.186,19.296,17.711,16.266,14.893,13.58,12.342,11.2,10.173,9.27,8.492,7.833,7.282,6.824,6.443,5.24,4.46,3.74,3.08,2.1,1.575,4,0,0,0,0,0,10,0,0,10,0,139,120,117,112,1.08,1.37,0.4,142,140,169,163,137,14.72,12023,1.18E-05,180,44,121,37.2,461,4.75,1.00E-07,10000000,5.45,1.67,4.29,2050.00,124,135,1.857332496,16.7,380,3236,1828.05,274,3.89,180.8,0.553,0,-5.137775,3.065947,3.862851,0,14.41
Ag,47,107.8682,65,63.6,0.02,0.5,0,0.5,5.44,1.93,1.87,7.58,125.86,-2.45E-10,20,17,14,0.746,1.2,47,46.964,46.857,46.681,46.44,46.139,45.786,45.385,44.944,44.469,43.964,43.435,42.886,42.322,41.744,41.157,40.563,39.964,39.361,38.758,38.154,36.955,35.774,35.192,34.619,33.498,32.416,31.378,30.387,29.91,29.444,28.551,27.707,26.911,26.163,25.805,25.459,24.8,24.181,22.795,21.607,20.575,19.661,18.069,16.651,15.316,14.035,12.813,11.669,10.623,9.687,8.869,8.165,7.569,7.069,6.651,5.351,4.566,3.862,3.207,2.206,1.635,1,1,1,0,0,0,11,1,0,10,0,145,128,139,137,1.045,1.33,0.385,144,160,165,172,144,17.05,10490,1.89E-05,100,30,85,24.5,251,2.5,1.60E-08,62000000,4.35,1.36,4.72,1250.00,83,90,2.633468456,11.3,255,2435,1234.93,225,2.95,100.7,0.993,0,-2.765394,3.196481,4.027313,0,16.33
Cd,48,112.411,70,2450,1.4,0,0,0,7.4,1.69,1.52,8.99,-68,-2.59E-10,16,14,11,0.813,1.6,48,47.962,47.848,47.66,47.404,47.085,46.71,46.287,45.822,45.324,44.797,44.248,43.683,43.104,42.517,41.923,41.325,40.726,40.126,39.527,38.93,37.746,36.581,36.007,35.44,34.329,33.251,32.21,31.21,30.725,30.252,29.338,28.468,27.644,26.865,26.492,26.129,25.436,24.784,23.32,22.063,20.978,20.027,18.405,17,15.698,14.451,13.253,12.116,11.06,10.101,9.249,8.505,7.867,7.326,6.871,5.461,4.665,3.977,3.33,2.304,1.698,2,0,0,0,0,0,12,2,0,10,0,144,136,144,,0.985,1.23,0.37,157,155,161,158,151,21.59,8650,3.08E-05,42,19,50,203,,2,7.00E-08,14000000,4.05,1.24,5.53,740.00,57,41,1.986771734,6.3,100,1040,594.22,209,1.16,46.7,2.14,0,-0.812174,3.390922,4.272293,0,19.495
In,49,114.818,75,194,0.06,0.5,1,0.5,9.19,1.78,1.66,5.79,37.04,-1.61E-10,26,22,18,0.652,0.58,49,48.957,48.828,48.618,48.332,47.98,47.57,47.112,46.614,46.086,45.534,44.964,44.383,43.793,43.199,42.603,42.006,41.41,40.817,40.226,39.639,38.478,37.337,36.774,36.218,35.125,34.059,33.025,32.025,31.538,31.06,30.134,29.247,28.401,27.596,27.209,26.832,26.108,25.425,23.881,22.552,21.405,20.408,18.736,17.329,16.053,14.84,13.67,12.548,11.492,10.518,9.639,8.86,8.184,7.603,7.11,5.577,4.761,4.087,3.449,2.406,1.746,3,5,0,5,0,0,13,2,1,10,0,142,142,136,146,0.94,1.11,0.36,155,155,156,193,167,26.14,7310,3.21E-05,,,11,8.83,,1.2,8.00E-08,12000000,3.9,1.17,6.28,675.00,60,46,1.913813852,3.26,230,2345,429.75,108,2.52,41.1,2.43,0,-2.666802,3.647318,4.595332,0,24.26
