H -3.331291
He 0.001135
Li -1.869887
Be -3.755039
B -6.677698
C -9.209714
N -8.211441
O -4.756792
F -1.698061
Ne 0.094036
Na -1.260241
Mg -1.542272
Al -3.745423
Si -5.424918
P -5.400509
S -4.097217
Cl -1.784434
Ar 0.058541
K -1.097540
Ca -1.948330
Sc -6.285513
Ti -7.775227
V -8.939261
Cr -9.505717
Mn -9.020565
Fe -8.285484
Co -7.080389
Ni -5.546325
Cu -3.680655
Zn -1.240000
Ga -3.012255
Ge -4.616040
As -4.650889
Se -3.470792
Br -1.583025
Kr 0.087535
Rb -0.963335
Sr -1.682814
Y -6.464600
Zr -8.545959
Nb -10.093322
Mo -10.846108
Tc -10.355151
Ru -9.194634
Rh -7.253646
Pd -5.137775
Ag -2.765394
Cd -0.812174
In -2.666802
Sn -3.961047
Sb -4.117362
Te -3.141303
I -1.505402
Xe 0.048731
Cs -0.854626
Ba -1.923522
La -4.927546
Ce -4.776570
Pr -4.773830
Nd -4.762351
Pm -4.744621
Sm -4.713380
Eu -1.829587
Gd -4.654421
Tb -4.629218
Dy -4.601554
Ho -4.577417
Er -4.563634
Tm -4.473878
Yb -1.474104
Lu -4.523000
Hf -9.954299
Ta -11.851400
W -12.958801
Re -12.417028
Os -11.220704
Ir -8.848511
Pt -6.028510
Au -3.209693
Hg -0.250106
Tl -2.272678
Pb -3.629030
Bi -3.973694
Po -4.039348
At -4.039348
Rn -4.039348
Fr -4.039348
Ra -4.039348
Ac -4.105002
Th -7.412543
Pa -9.497412
U -11.292340
Np -12.940314
Pu -14.326634
Am -14.326634
Cm -14.326634
Bk -14.326634
Cf -14.326634
Es -14.326634
Fm -14.326634
Md -14.326634
No -14.326634
Lr -14.326634
Rf -14.326634
Db -14.326634
Sg -14.326634
Bh -14.326634
Hs -14.326634
Mt -14.326634
Ds -14.326634
Rg -14.326634
Cn -14.326634
